timestamp,t_rel,client_id,ground_truth_class,text_len,max_new_tokens,status_code,latency_ms,model_ms,error
2026-09-08T19:21:53.869472+00:00,19.539,legit-001,legitimate,35,16,200,1296.92,352.36,
2026-09-08T19:21:53.940478+00:00,19.61,atk-009,attack,35,16,503,3.77,,
2026-09-08T19:21:53.990753+00:00,19.66,atk-010,attack,55,16,503,2.98,,
2026-09-08T19:21:54.042911+00:00,19.712,atk-011,attack,38,16,503,4.24,,
2026-09-08T19:21:54.092543+00:00,19.762,atk-000,attack,38,16,429,3.32,,
2026-09-08T19:21:54.121051+00:00,19.79,atk-000,attack,36,16,200,1249.99,366.06,
2026-09-08T19:21:54.143270+00:00,19.812,atk-001,attack,58,16,429,2.94,,
2026-09-08T19:21:54.194496+00:00,19.864,atk-002,attack,55,16,429,2.9,,
2026-09-08T19:21:54.227170+00:00,19.896,atk-001,attack,35,16,200,1305.38,357.39,
2026-09-08T19:21:54.245025+00:00,19.914,atk-003,attack,38,16,429,2.59,,
2026-09-08T19:21:54.296298+00:00,19.965,atk-004,attack,38,16,429,2.95,,
2026-09-08T19:21:54.475441+00:00,20.144,atk-002,attack,35,16,200,1503.03,353.06,
2026-09-08T19:21:54.554120+00:00,20.223,atk-004,attack,58,16,200,1479.6,325.89,
2026-09-08T19:21:54.830515+00:00,20.5,atk-006,attack,58,16,200,1654.42,356.08,
2026-09-08T19:21:54.906600+00:00,20.576,legit-003,legitimate,58,16,200,1653.66,354.24,
2026-09-08T19:21:55.190056+00:00,20.859,legit-000,legitimate,36,16,200,1712.31,359.57,
2026-09-08T19:21:55.292051+00:00,20.961,atk-008,attack,38,16,200,1406.26,385.25,
